Cage,Treatment,Species,Common_Name,WetWeight_g,DryWeight_g,AshedWeight_g,WeighBoat_size,AFDW_g,Time_WetWeight,Week,Notes,Date_WetWeight
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,83.76,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,40.56,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,61.44,19.9663,17.0581,L,2.9082,End,Week 7,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,39.95,24.1915,21.5176,L,2.6739,End,Week 7,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,17.04,12.7474,10.8162,S,1.9312,End,Week 7,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,11.83,8.5511,7.524,S,1.0271,End,Week 7,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,17.11,7.7038,6.7702,S,0.9336,End,Week 7,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,12.57,8.1603,7.283,S,0.8773,End,Week 7,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,18.88,7.0894,6.236,S,0.8534,End,Week 7,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,9.55,7.5936,6.8551,S,0.7385,End,Week 7,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,72.68,6.2749,5.6274,S,0.6475,End,Week 7,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,19.46,5.8827,5.266,S,0.6167,End,Week 7,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,14.69,5.5613,4.9905,S,0.5708,End,Week 7,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,22.83,5.1517,4.6555,S,0.4962,End,Week 7,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,15,,,,,Start,Week 2,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,8.76,,,,,Start,Week 2,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,41.25,,,,,Start,Week 2,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,74.57,,,,,Start,Week 2,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,62.63,,,,,Start,Week 2,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,21.07,,,,,Start,Week 2,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,10.43,,,,,Start,Week 2,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,10.37,,,,,Start,Week 2,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,15.9,,,,,Start,Week 2,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,15.21,,,,,Start,Week 2,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,15.22,,,,,Start,Week 2,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,15.64,,,,,Start,Week 2,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,,26.9366,22.5569,S,4.3797,End,Week 7,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,9.4,25.269,21.3932,L,3.8758,End,Week 7,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,22.75,25.2002,21.568,L,3.6322,End,Week 7,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,15.82,19.4681,16.475,L,2.9931,End,Week 7,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,14.59,20.3304,17.7586,L,2.5718,End,Week 7,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,14.03,20.3033,18.175,L,2.1283,End,Week 7,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,48.5,11.6943,10.0716,S,1.6227,End,Week 7,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,49.95,9.1067,7.7719,S,1.3348,End,Week 7,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,64.61,6.8917,6.0373,S,0.8544,End,Week 7,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,14.1,6.2702,5.4848,S,0.7854,End,Week 7,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,29.55,6.1312,5.3819,S,0.7493,End,Week 7,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,68.76,5.7062,5.0786,S,0.6276,End,Week 7,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,67.35,5.0692,4.507,S,0.5622,End,Week 7,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,70.81,,,,,Start,Week 2,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,25.82,,,,,Start,Week 2,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,83.48,,,,,Start,Week 2,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,65.57,,,,,Start,Week 2,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,67.26,,,,,Start,Week 2,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,46.12,,,,,Start,Week 2,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,14.65,,,,,Start,Week 2,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,45.92,,,,,Start,Week 2,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,14.36,,,,,Start,Week 2,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,21.41,,,,,Start,Week 2,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,12.4,,,,,Start,Week 2,,
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,12.94,,,,,Start,Week 2,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,26.08,28.4571,24.0661,S,4.391,End,Week 7,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,19.37,19.1201,16.0769,S,3.0432,End,Week 7,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,20.8,13.2451,11.082,S,2.1631,End,Week 7,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,25.99,11.0608,9.6356,S,1.4252,End,Week 7,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,10.97,7.3972,6.1554,S,1.2418,End,Week 7,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,12.04,8.5597,7.5098,S,1.0499,End,Week 7,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,12.12,8.5255,7.4988,S,1.0267,End,Week 7,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,51.2,7.5448,6.5277,S,1.0171,End,Week 7,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,21.44,5.8053,5.1567,S,0.6486,End,Week 7,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,16.78,5.942,5.3098,S,0.6322,End,Week 7,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,16.64,5.6189,5.0342,S,0.5847,End,Week 7,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,87.25,7.0445,6.517,S,0.5275,End,Week 7,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,47.34,,,,,Start,Week 2,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,21.92,,,,,Start,Week 2,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,12.97,,,,,Start,Week 2,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,84.88,,,,,Start,Week 2,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,22.5,,,,,Start,Week 2,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,20.09,,,,,Start,Week 2,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,9.77,,,,,Start,Week 2,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,19.2,,,,,Start,Week 2,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,17.83,,,,,Start,Week 2,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,10.69,,,,,Start,Week 2,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,9.68,,,,,Start,Week 2,,
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,14.72,,,,,Start,Week 2,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,15.34,25.3442,21.8563,L,3.4879,End,Week 7,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,10.13,23.0723,20.043,L,3.0293,End,Week 7,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,11.12,23.2838,20.4596,L,2.8242,End,Week 7,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,21.86,16.967,14.6426,L,2.3244,End,Week 7,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,73.31,11.6676,9.9436,S,1.724,End,Week 7,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,31.56,9.0954,7.7958,S,1.2996,End,Week 7,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,69.11,8.5116,7.328,S,1.1836,End,Week 7,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,16.97,6.469,5.8186,S,0.6504,End,Week 7,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,6.94,6.8451,6.2011,S,0.644,End,Week 7,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,83.31,4.9954,4.4332,S,0.5622,End,Week 7,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,51.31,5.2508,4.8556,S,0.3952,End,Week 7,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,22.99,4.2031,3.9146,S,0.2885,End,Week 7,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,78.61,,,,,Start,Week 2,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,83.84,,,,,Start,Week 2,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,53.69,,,,,Start,Week 2,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,19.44,,,,,Start,Week 2,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,69.09,,,,,Start,Week 2,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,27.05,,,,,Start,Week 2,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,8.24,,,,,Start,Week 2,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,13.72,,,,,Start,Week 2,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,19.52,,,,,Start,Week 2,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,6.13,,,,,Start,Week 2,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,15.05,,,,,Start,Week 2,,
4,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,9.8,,,,,Start,Week 2,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,17.4,29.8856,25.3976,L,4.488,End,Week 7,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,18.64,21.5305,18.5391,L,2.9914,End,Week 7,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,31.24,16.155,13.2197,S,2.9353,End,Week 7,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,16.67,19.3398,17.5481,L,1.7917,End,Week 7,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,65.03,11.7052,10.0187,S,1.6865,End,Week 7,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,27.71,10.4411,8.9725,S,1.4686,End,Week 7,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,11.97,7.2444,6.2765,S,0.9679,End,Week 7,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,19.36,7.2299,6.2721,S,0.9578,End,Week 7,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,91.68,8.3821,7.4823,S,0.8998,End,Week 7,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,51.52,6.9104,6.057,S,0.8534,End,Week 7,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,55.62,6.0247,5.2699,S,0.7548,End,Week 7,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,19.49,5.6473,5.0089,S,0.6384,End,Week 7,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,68.85,,,,,Start,Week 2,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,87.94,,,,,Start,Week 2,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,56.08,,,,,Start,Week 2,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,23.96,,,,,Start,Week 2,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,48.75,,,,,Start,Week 2,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,27.19,,,,,Start,Week 2,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,16.96,,,,,Start,Week 2,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,10.36,,,,,Start,Week 2,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,15.53,,,,,Start,Week 2,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,16.44,,,,,Start,Week 2,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,14.61,,,,,Start,Week 2,,
5,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,15.15,,,,,Start,Week 2,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,91.82,30.2277,24.8268,L,5.4009,End,Week 7,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,36.17,20.0546,16.4063,S,3.6483,End,Week 7,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,48.64,25.4321,22.0673,L,3.3648,End,Week 7,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,61.49,23.4801,20.1733,L,3.3068,End,Week 7,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,98.32,29.1945,26.1473,L,3.0472,End,Week 7,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,73.86,23.9085,20.9074,L,3.0011,End,Week 7,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,17.19,16.3966,13.9999,S,2.3967,End,Week 7,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,11.49,12.3651,10.1413,S,2.2238,End,Week 7,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,70.96,9.1459,7.9526,S,1.1933,End,Week 7,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,19.37,7.6622,6.5995,S,1.0627,End,Week 7,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,75.24,6.6054,5.8841,S,0.7213,End,Week 7,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,23.41,5.4816,4.7995,S,0.6821,End,Week 7,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,70.4,,,,,Start,Week 2,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,89.28,,,,,Start,Week 2,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,69.72,,,,,Start,Week 2,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,57.68,,,,,Start,Week 2,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,74.64,,,,,Start,Week 2,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,97.59,,,,,Start,Week 2,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,18.52,,,,,Start,Week 2,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,33.02,,,,,Start,Week 2,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,15.39,,,,,Start,Week 2,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,46.68,,,,,Start,Week 2,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,17.64,,,,,Start,Week 2,,
6,Macrocystis,Mesocentrotus franciscanus,Red sea urchin,9.9,,,,,Start,Week 2,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,58.43,21.8813,19.7716,L,2.1097,End,Week 7,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,62.15,20.6457,18.8044,L,1.8413,End,Week 7,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,56.5,18.9515,17.7417,L,1.2098,End,Week 7,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,23.97,9.0234,8.1901,S,0.8333,End,Week 7,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,13.96,9.3505,8.79,S,0.5605,End,Week 7,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,16.85,6.9984,6.4867,S,0.5117,End,Week 7,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,7.32,6.2667,5.8316,S,0.4351,End,Week 7,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,5.33,6.2684,5.867,S,0.4014,End,Week 7,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,23.53,6.613,6.2338,S,0.3792,End,Week 7,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,12.62,4.1155,3.8372,S,0.2783,End,Week 7,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,14.4,5.1693,4.8992,S,0.2701,End,Week 7,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,80.74,3.545,3.3437,S,0.2013,End,Week 7,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,81.57,,,,,Start,Week 2,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,59.18,,,,,Start,Week 2,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,62.18,,,,,Start,Week 2,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,58.95,,,,,Start,Week 2,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,26.61,,,,,Start,Week 2,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,23.64,,,,,Start,Week 2,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,17.24,,,,,Start,Week 2,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,14.09,,,,,Start,Week 2,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,14.37,,,,,Start,Week 2,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,12.59,,,,,Start,Week 2,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,7.51,,,,,Start,Week 2,,
7,Unfed,Mesocentrotus franciscanus,Red sea urchin,5.47,,,,,Start,Week 2,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,8.91,20.1078,18.0369,L,2.0709,End,Week 7,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,7.48,16.7944,15.0937,L,1.7007,End,Week 7,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,11.74,6.8825,6.3187,S,0.5638,End,Week 7,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,16.01,6.476,5.9613,S,0.5147,End,Week 7,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,13.42,6.1104,5.6111,S,0.4993,End,Week 7,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,8.9,5.0662,4.652,S,0.4142,End,Week 7,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,18.73,,,,,Start,Week 2,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,13.06,,,,,Start,Week 2,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,10.48,,,,,Start,Week 2,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,11.09,,,,,Start,Week 2,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,7.21,,,,,Start,Week 2,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,9.31,,,,,Start,Week 2,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,21.16,,,,,Start,Week 2,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,12.08,,,,,Start,Week 2,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,9.45,,,,,Start,Week 2,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,19.46,,,,,Start,Week 2,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,10.09,,,,,Start,Week 2,,
8,Unfed,Mesocentrotus franciscanus,Red sea urchin,13.24,,,,,Start,Week 2,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,9.72,,,,,End,Week 7,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,19.98,8.7796,7.8905,S,0.8891,End,Week 7,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,12.25,5.6329,4.8793,S,0.7536,End,Week 7,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,9.63,6.3033,5.6845,S,0.6188,End,Week 7,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,10.39,7.2516,6.6408,S,0.6108,End,Week 7,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,10.37,6.1225,5.6267,S,0.4958,End,Week 7,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,12.53,5.621,5.1597,S,0.4613,End,Week 7,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,14.69,5.5006,5.0838,S,0.4168,End,Week 7,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,12.16,5.158,4.781,S,0.377,End,Week 7,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,20.23,4.8462,4.5082,S,0.338,End,Week 7,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,14.51,5.5532,5.2393,S,0.3139,End,Week 7,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,17.99,5.1814,5.0867,S,0.0947,End,Week 7,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,14.31,,,,,Start,Week 2,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,20.57,,,,,Start,Week 2,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,10.46,,,,,Start,Week 2,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,11.15,,,,,Start,Week 2,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,12.76,,,,,Start,Week 2,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,15.22,,,,,Start,Week 2,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,19.91,,,,,Start,Week 2,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,21.09,,,,,Start,Week 2,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,15.01,,,,,Start,Week 2,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,21.69,,,,,Start,Week 2,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,9.49,,,,,Start,Week 2,,
9,Unfed,Mesocentrotus franciscanus,Red sea urchin,27.63,,,,,Start,Week 2,,
8E,Unfed,Mesocentrotus franciscanus,Red sea urchin,19.01,,,,,End,Week 7,,
8E,Unfed,Mesocentrotus franciscanus,Red sea urchin,15.79,14.2043,12.7004,N,1.5039,End,Week 7,,
8E,Unfed,Mesocentrotus franciscanus,Red sea urchin,16.35,8.4601,7.6478,N,0.8123,End,Week 7,,
8E,Unfed,Mesocentrotus franciscanus,Red sea urchin,38.63,7.6872,7.034,N,0.6532,End,Week 7,,
8E,Unfed,Mesocentrotus franciscanus,Red sea urchin,33.63,4.2815,4.0182,S,0.2633,End,Week 7,,
8E,Unfed,Mesocentrotus franciscanus,Red sea urchin,47.14,3.8315,3.5811,S,0.2504,End,Week 7,,
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,72.98,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,43.89,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,13.67,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,15.78,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,10.51,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,8.64,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,20.43,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,70.12,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,10.48,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,15.08,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,18.73,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Mesocentrotus franciscanus,Red sea urchin,16.02,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,84.24,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,14.79,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,72.24,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,49.85,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,26.09,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,8.1,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,46.41,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,13.99,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,17.09,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,71.63,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,13.07,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Mesocentrotus franciscanus,Red sea urchin,69.48,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,19.55,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,22.77,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,20.89,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,85.71,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,19.23,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,15.11,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,47.79,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,14.3,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,11.1,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,11.58,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,10.31,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Mesocentrotus franciscanus,Red sea urchin,18.26,,,,,Pre Caging,Week 0,,24/03/2021
