Cage,Treatment,Species,Common_Name,WetWeight_g,DryWeight_g,AshedWeight_g,WeighBoat_size,AFDW_g,Time_WetWeight,Week,Notes,Date_WetWeight
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,75.49,23.4255,20.1719,L,3.2536,End,Week 7,,
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,127.09,20.3695,17.1843,L,3.1852,End,Week 7,,
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,98.04,28.3249,25.539,L,2.7859,End,Week 7,,
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,56.35,16.1599,13.8344,S,2.3255,End,Week 7,,
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,93.36,,,,,Start,Week 2,,
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,69.71,,,,,Start,Week 2,,
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,89.61,,,,,Start,Week 2,,
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,41.26,,,,,Start,Week 2,,
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,163.06,,,,,Start,Week 2,,
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,61.17,,,,,Start,Week 2,,
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,119.99,,,,,Start,Week 2,,
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,77.16,,,,,Start,Week 2,,
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,107.21,,,,,Start,Week 2,,
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,93.39,,,,,Start,Week 2,,
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,64.88,,,,,Start,Week 2,,
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,65.72,,,,,Start,Week 2,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,149.73,52.411,45.2171,L,7.1939,End,Week 7,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,93.56,45.5435,38.9266,L,6.6169,End,Week 7,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,75.05,35.8874,30.7209,L,5.1665,End,Week 7,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,134.04,34.8936,29.9556,L,4.938,End,Week 7,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,120.23,32.4934,27.835,L,4.6584,End,Week 7,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,69.38,42.8482,38.8351,L,4.0131,End,Week 7,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,76.17,26.7659,22.8054,S,3.9605,End,Week 7,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,98.52,28.4005,24.61,L,3.7905,End,Week 7,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,93.85,20.388,17.0013,S,3.3867,End,Week 7,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,37.63,23.9009,20.8275,S,3.0734,End,Week 7,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,55.12,14.4849,12.3317,S,2.1532,End,Week 7,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,30.32,12.0469,10.3366,S,1.7103,End,Week 7,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,95.23,,,,,Start,Week 2,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,133.09,,,,,Start,Week 2,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,67.95,,,,,Start,Week 2,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,70.52,,,,,Start,Week 2,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,149.64,,,,,Start,Week 2,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,92.79,,,,,Start,Week 2,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,118.94,,,,,Start,Week 2,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,85.68,,,,,Start,Week 2,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,65.46,,,,,Start,Week 2,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,51.57,,,,,Start,Week 2,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,25.76,,,,,Start,Week 2,,
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,35.5,,,,,Start,Week 2,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,93.12,39.4179,28.8533,L,10.5646,End,Week 7,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,44.26,18.6896,13.0289,S,5.6607,End,Week 7,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,88.21,29.6702,24.6857,S,4.9845,End,Week 7,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,39.8,22.9393,18.8107,S,4.1286,End,Week 7,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,52.03,25.3062,21.2046,S,4.1016,End,Week 7,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,92.72,32.7915,28.7567,S,4.0348,End,Week 7,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,101.24,24.4815,20.765,S,3.7165,End,Week 7,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,66.63,28.9607,25.3257,S,3.635,End,Week 7,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,118.82,33.0434,30.3629,L,2.6805,End,Week 7,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,99.37,35.3164,33.8489,L,1.4675,End,Week 7,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,70.5,17.0626,15.7334,S,1.3292,End,Week 7,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,63.09,15.291,14.101,S,1.19,End,Week 7,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,97.85,,,,,Start,Week 2,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,61.85,,,,,Start,Week 2,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,101.44,,,,,Start,Week 2,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,68.06,,,,,Start,Week 2,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,87.19,,,,,Start,Week 2,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,89.72,,,,,Start,Week 2,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,120.06,,,,,Start,Week 2,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,91.84,,,,,Start,Week 2,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,63.3,,,,,Start,Week 2,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,49,,,,,Start,Week 2,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,42.7,,,,,Start,Week 2,,
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,34.96,,,,,Start,Week 2,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,119.05,51.6696,46,L,5.6696,End,Week 7,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,79.09,42.1326,37.3822,L,4.7504,End,Week 7,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,159.73,58.4967,53.8778,L,4.6189,End,Week 7,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,197.05,46.432,41.94,L,4.492,End,Week 7,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,13.21,18.2181,15.1276,S,3.0905,End,Week 7,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,44.63,25.2976,22.5645,N,2.7331,End,Week 7,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,44.35,17.0326,14.9923,N,2.0403,End,Week 7,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,44.59,25.9702,23.9647,N,2.0055,End,Week 7,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,77.64,38.6416,36.8285,L,1.8131,End,Week 7,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,118.03,16.1947,14.62,S,1.5747,End,Week 7,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,144.52,16.8961,15.3388,N,1.5573,End,Week 7,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,42.9,16.4607,15.3239,N,1.1368,End,Week 7,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,155.11,,,,,Start,Week 2,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,42.05,,,,,Start,Week 2,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,121.14,,,,,Start,Week 2,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,44.47,,,,,Start,Week 2,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,45.45,,,,,Start,Week 2,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,198.27,,,,,Start,Week 2,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,79.92,,,,,Start,Week 2,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,44.35,,,,,Start,Week 2,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,145.84,,,,,Start,Week 2,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,13.35,,,,,Start,Week 2,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,115.11,,,,,Start,Week 2,,
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,78.43,,,,,Start,Week 2,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,43.3,28.2352,24.0006,N,4.2346,End,Week 7,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,72.04,39.6405,36.3615,L,3.279,End,Week 7,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,70.75,24.6662,21.6083,N,3.0579,End,Week 7,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,132.83,32.527,29.5481,L,2.9789,End,Week 7,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,56.66,24.2142,21.3555,N,2.8587,End,Week 7,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,62.75,27.0253,24.3125,N,2.7128,End,Week 7,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,76.99,19.7042,17.0531,S,2.6511,End,Week 7,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,76.1,24.7424,22.5741,L,2.1683,End,Week 7,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,34.4,21.9571,19.8741,N,2.083,End,Week 7,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,90.42,29.3273,27.2862,L,2.0411,End,Week 7,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,83,14.9771,13.3524,S,1.6247,End,Week 7,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,85.8,12.4443,11.2563,S,1.188,End,Week 7,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,100.68,,,,,Start,Week 2,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,60.21,,,,,Start,Week 2,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,142.87,,,,,Start,Week 2,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,91.85,,,,,Start,Week 2,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,77.49,,,,,Start,Week 2,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,79.79,,,,,Start,Week 2,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,78.71,,,,,Start,Week 2,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,86.65,,,,,Start,Week 2,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,53.48,,,,,Start,Week 2,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,81.94,,,,,Start,Week 2,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,38.18,,,,,Start,Week 2,,
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,65.85,,,,,Start,Week 2,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,62.07,28.9356,24.9977,L,3.9379,End,Week 7,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,49.2,28.8008,25.9532,L,2.8476,End,Week 7,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,77.88,25.4256,23.3078,L,2.1178,End,Week 7,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,64.62,28.6081,26.5963,L,2.0118,End,Week 7,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,75.25,17.7481,15.8771,N,1.871,End,Week 7,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,64.89,25.1057,23.2468,L,1.8589,End,Week 7,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,39.31,18.5305,16.6933,N,1.8372,End,Week 7,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,94.63,23.2714,21.4462,L,1.8252,End,Week 7,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,48.86,14.561,12.9064,N,1.6546,End,Week 7,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,51.12,18.659,17.6793,L,0.9797,End,Week 7,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,31.44,11.6022,10.8164,N,0.7858,End,Week 7,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,80.99,28.017,27.6414,L,0.3756,End,Week 7,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,48.85,,,,,Start,Week 2,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,81.53,,,,,Start,Week 2,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,69.87,,,,,Start,Week 2,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,64.77,,,,,Start,Week 2,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,66.05,,,,,Start,Week 2,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,68.66,,,,,Start,Week 2,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,103.26,,,,,Start,Week 2,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,40.61,,,,,Start,Week 2,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,82.93,,,,,Start,Week 2,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,50.99,,,,,Start,Week 2,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,31.45,,,,,Start,Week 2,,
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,50.5,,,,,Start,Week 2,,
1,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,84.56,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,60.61,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,107.47,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,71.82,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,72.14,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,73.25,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,37.52,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,78.71,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,52.09,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,51.77,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,97.72,,,,,Pre Caging,Week 0,,24/03/2021
1,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,120.05,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,65.11,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,75.79,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,70.36,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,80.39,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,65.7,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,51.58,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,64.41,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,92.7,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,60.94,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,71.08,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,63.62,,,,,Pre Caging,Week 0,,24/03/2021
2,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,139.12,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,81.98,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,70.91,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,127.31,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,55.68,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,103.22,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,27.38,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,79.86,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,154.75,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,70.92,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,88.03,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,77.26,,,,,Pre Caging,Week 0,,24/03/2021
3,Saccharina,Strongylocentrotus purpuratus,Purple sea urchin,79.92,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,164.96,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,110.01,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,119.48,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,61.33,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,90.62,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,91.73,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,39.65,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,81.777,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,62.95,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,67.77,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,62.76,,,,,Pre Caging,Week 0,,24/03/2021
4,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,95.42,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,65.38,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,149.66,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,51.42,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,118.17,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,91.59,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,70.5,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,95.52,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,24.88,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,33.75,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,132.94,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,67.89,,,,,Pre Caging,Week 0,,24/03/2021
5,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,84.3,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,95.99,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,47.27,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,99.68,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,91.7,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,41.49,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,88.07,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,66.54,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,61.38,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,119.45,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,88.86,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,33.55,,,,,Pre Caging,Week 0,,24/03/2021
6,Macrocystis,Strongylocentrotus purpuratus,Purple sea urchin,62,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,77.54,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,43.29,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,119.86,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,201.22,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,45.02,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,119.13,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,42.78,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,157.04,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,150.78,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,45.89,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,14.06,,,,,Pre Caging,Week 0,,24/03/2021
7,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,80.48,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,76.38,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,103.44,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,37.57,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,143.98,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,83.57,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,69.16,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,89.82,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,94.32,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,81.03,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,61.38,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,77.61,,,,,Pre Caging,Week 0,,24/03/2021
8,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,52.92,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,48.69,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,51,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,67.08,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,69.08,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,83.63,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,50.54,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,104.05,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,67.87,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,65.92,,,,,Pre Caging,Week 0,,24/03/2021
9,Unfed,Strongylocentrotus purpuratus,Purple sea urchin,31.67,,,,,Pre Caging,Week 0,,24/03/2021
